,Company,Job Title,Location,Estimated Salary,Lower Bound,Median,Upper Bound
785,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
786,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
788,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
789,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
790,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
791,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
792,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
793,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
794,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
795,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
796,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
797,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
798,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
799,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
800,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
801,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
804,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
805,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
806,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
807,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
808,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
809,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
840,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
842,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
843,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
844,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
845,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
846,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
848,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
849,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
850,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
851,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
852,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
853,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
854,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
855,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
856,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
857,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
858,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
859,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
860,Adobe,"['science', 'engineer']","Franklin, VA","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
861,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
864,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
865,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
866,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
867,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
868,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
869,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
870,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
872,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
873,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
874,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
875,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
876,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
878,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
879,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
880,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
881,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
882,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
883,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
884,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
885,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
886,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
887,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
888,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
889,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
890,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
891,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
894,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
895,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
896,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
897,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
898,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
899,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
930,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
932,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
933,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
934,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
935,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
936,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
938,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
939,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
940,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
941,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
942,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
